state,registrationDeadlineType,dateType,edRelation,time,laws,updateLegal,updateNotes,
NewMexico,Domestic Ballot Request Deadline,Received by,Thurs before ED (ED - 5),5:00 PM,"H. Absentee ballots shall be sent to applicants not later than on the Friday immediately prior to the date of the election.

 (1-6-5)",§1-6-5: A mailed ballot shall be requested not later than the Thursday immediately prior to the date of the election and shall be sent to the voter not later than the Friday immediately prior to the date of the election.,,
NewMexico,Domestic Registration Deadline,Blank,ED - 28,,"""For qualified electors, the following provisions shall apply:

A. the county clerk shall receive certificates of registration at all times during normal working hours, except that the clerk shall close registration at the end of the twenty-eighth day immediately preceding any election at which the registration books are to be furnished to the precinct board.(1-4-8.)""",Same,,
NewMexico,Domestic Registration Deadline,Postmarked by,ED - 28,,,Same,,
NewMexico,Domestic Registration Deadline,Post Received by,Last business day of the week with the deadline (ED - 25),,,Same; §1-4-8(F)(1),,
NewMexico,Early Voting From,Blank,ED - 28,,"F. Absentee ballots may be marked in person at the county clerk's office during the regular hours and days of business beginning on the twenty-eighth day preceding the election and from 10:00 a.m. to 6:00 p.m. on the Saturday immediately prior to the date of the election. The act of marking the absentee ballot in the office of the county clerk shall be a convenience to the voter in the delivery of the absentee ballot and does not make the office of the county clerk a polling place subject to the requirements of a polling place in the Election Code. If the county clerk establishes an additional alternate voting location near the clerk's office, absentee ballots may be marked in person at that location during the regular hours and days of business beginning on the twenty-eighth day preceding the election and during the hours for voting at alternate voting locations commencing on the third Saturday prior to the election through the Saturday immediately prior to the election. The additional alternate voting location shall be operated by the county clerk and the county clerk's staff.(1-6-5.)",Same,,
NewMexico,Early Voting To,Blank,ED - 3,,,Same,,
NewMexico,Overseas Ballot Return Deadline,Received by,ED,7:00 PM,A. A military-overseas ballot shall be considered timely if it is received by the appropriate clerk no later than the closing of the polls on election day.(1-6B-8)A. ,Same,,
NewMexico,Overseas Ballot Request Deadline,Received by,ED - 4,5:00 PM,"A. A federal qualified elector who is currently registered to vote in this state may, by the deadline specified in the Absent Voter Act [1-6-1 through 1-6-18 NMSA 1978] or Municipal Election Code [Chapter 3, Articles 8 and 9 NMSA 1978] for receipt of absentee ballot applications, apply for a military-overseas ballot.(1-6B-6. )",Same,,
NewMexico,Overseas Registration Deadline,Received by,ED - 14,,A. A federal qualified elector may register to vote using any of the following methods; provided that the document is received by the county clerk by the deadline for registering to vote as provided in Section 1-4-8 NMSA 1978. (1-6B-5),Same,,
NewMexico,Overseas Registration Deadline,Postmarked by,ED - 14,,,Same,,
NewMexico,Overseas Registration Deadline,Email or Fax by,ED - 14,,,Same,,
NewYork,Domestic Ballot Return Deadline,Post Received by,ED + 7,,"Absentee  ballots;  deadline  for  receipt, and delivery to polling place. 1. The  board  of  elections  shall  cause  all  absentee ballots received by it before the close of the polls on election day and all  ballots  contained  in envelope showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government, with a date which is ascertained to be not later than the day before election and received by  such  board  of  elections  not later  than  seven  days  following  the  day of election to be cast and counted except that the absentee ballot of a voter  who  requested  such ballot by letter, rather than application, shall not be counted unless a valid  application  form, signed by such voter, is received by the board of elections with such ballot. ( 8-412. )",Same,,
NewYork,Domestic Ballot Return Deadline,Postmarked by,ED,,"Absentee  ballots;  deadline  for  receipt, and delivery to polling place. 1. The  board  of  elections  shall  cause  all  absentee ballots received by it before the close of the polls on election day and all  ballots  contained  in envelope showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government, with a date which is ascertained to be not later than the day before election and received by  such  board  of  elections  not later  than  seven  days  following  the  day of election to be cast and counted except that the absentee ballot of a voter  who  requested  such ballot by letter, rather than application, shall not be counted unless a valid  application  form, signed by such voter, is received by the board of elections with such ballot. ( 8-412. )","Not quite correct. It's ED, but if no post mark on the envelope, but stamped by the board of election by the day after the election, it counts",,
NewYork,Domestic Ballot Return Deadline,In- Person Received by,ED,,"Absentee  ballots;  deadline  for  receipt, and delivery to polling place. 1. The  board  of  elections  shall  cause  all  absentee ballots received by it before the close of the polls on election day and all  ballots  contained  in envelope showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government, with a date which is ascertained to be not later than the day before election and received by  such  board  of  elections  not later  than  seven  days  following  the  day of election to be cast and counted except that the absentee ballot of a voter  who  requested  such ballot by letter, rather than application, shall not be counted unless a valid  application  form, signed by such voter, is received by the board of elections with such ballot. ( 8-412. )",Same,,
NewYork,Domestic Ballot Request Deadline,Postmarked by,ED - 15,,(c) All applications must be mailed to  the  board  of  elections  not  later  than  the  seventh  day before the election for which a ballot is  first requested or delivered to such board not later than the day before such election.(8-400 =,15 days; see §8-400(2)(c),,
NewYork,Domestic Ballot Request Deadline,In- Person Request by,ED - 1,,,Same,,
NewYork,Domestic Registration Deadline,Blank,ED - 25,,,Same,,
NewYork,Domestic Registration Deadline,Postmarked by,ED - 25,,"3.  Completed  application  forms,  when  received  by  any  board  of elections  and,  with  respect  to  application forms promulgated by the federal election  commission,  when  received  by  the  state  board  of elections,  or  showing  a  dated cancellation mark of the United States Postal Service  or  contained  in  an  envelope  showing  such  a  dated cancellation  mark  which  is not later than the twenty-fifth day before the next ensuing primary, general or special election, and  received  no later  than  the  twentieth  day  before  such election, or delivered in person to such board of elections not later than the tenth day before  a special  election, shall entitle the applicant to vote in such election, if he or she is otherwise qualified, provided, however,  such  applicant shall  not  vote  on  a  voting  machine  until  his  or her identity is verified. Any board of elections receiving an application  form  from  a person  who  does  not  reside  in  its jurisdiction but who does reside elsewhere in the  state  of  New  York,  shall  forthwith  forward  such  application  form  to  the  proper  board  of  elections.  Each board of elections shall make an entry on each  such  form  of  the  date  it  is received by such board. (5-210)",Same,,
NewYork,Domestic Registration Deadline,Post Received by,ED - 20,,"3.  Completed  application  forms,  when  received  by  any  board  of elections  and,  with  respect  to  application forms promulgated by the federal election  commission,  when  received  by  the  state  board  of elections,  or  showing  a  dated cancellation mark of the United States Postal Service  or  contained  in  an  envelope  showing  such  a  dated cancellation  mark  which  is not later than the twenty-fifth day before the next ensuing primary, general or special election, and  received  no later  than  the  twentieth  day  before  such election, or delivered in person to such board of elections not later than the tenth day before  a special  election, shall entitle the applicant to vote in such election, if he or she is otherwise qualified, provided, however,  such  applicant shall  not  vote  on  a  voting  machine  until  his  or her identity is verified. Any board of elections receiving an application  form  from  a person  who  does  not  reside  in  its jurisdiction but who does reside elsewhere in the  state  of  New  York,  shall  forthwith  forward  such  application  form  to  the  proper  board  of  elections.  Each board of elections shall make an entry on each  such  form  of  the  date  it  is received by such board. (5-210)",Same,,
NewYork,Domestic Registration Deadline,In- Person Request by,ED - 25,,,Same,,
NewYork,Overseas Ballot Return Deadline,Post Received by,ED + 7 (PE),,"1. The  board  of  elections  shall  cause  all  military ballots received by it before the close of the polls on election day and all  ballots  contained  in envelopes showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government or are signed and dated by the voter and  one  witness thereto,  with  a date which is ascertained to be not later than the day before election and received by such board of elections not  later  than seven  days  following  the day of a primary election and not later thanthirteen days following the day of a general or special election  to  be cast and counted.( 10-114)","Based on same statute, I think it's still 13 days, but 7 when it's a primary election.",,
NewYork,Overseas Ballot Return Deadline,Post Received by,ED + 13 (GE),,"1. The  board  of  elections  shall  cause  all  military ballots received by it before the close of the polls on election day and all  ballots  contained  in envelopes showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government or are signed and dated by the voter and  one  witness thereto,  with  a date which is ascertained to be not later than the day before election and received by such board of elections not  later  than seven  days  following  the day of a primary election and not later thanthirteen days following the day of a general or special election  to  be cast and counted.( 10-114)",Same,,
NewYork,Overseas Ballot Return Deadline,Postmarked by,ED,,"1. The  board  of  elections  shall  cause  all  military ballots received by it before the close of the polls on election day and all  ballots  contained  in envelopes showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government or are signed and dated by the voter and  one  witness thereto,  with  a date which is ascertained to be not later than the day before election and received by such board of elections not  later  than seven  days  following  the day of a primary election and not later thanthirteen days following the day of a general or special election  to  be cast and counted.( 10-114)",Same,,
NewYork,Overseas Ballot Request Deadline,Received by,ED - 7,,,§10-106: 5. The state board of elections shall forward to the appropriate board of elections all applications for military ballots received by it. An application from a military voter not previously registered must be received by the appropriate board of elections not later than ten days before a general or special election or twenty-five days before a primary election in order to entitle the applicant to vote at such election.,,
NewYork,Overseas Registration Deadline,Received by,ED - 25,,,"§10-106: 5. The state board of elections shall forward to the appropriate board of elections all applications for military ballots received by it. An application from a military voter not previously registered must be received by the appropriate board of elections not later than ten days before a general or special election or twenty-five days before a primary election in order to entitle the applicant to vote at such election. --- not sure this applies to already registered people, that I think is still a postmarked 25 days prior to election.",,
NewYork,Military Ballot Request Deadline,In-Person Received by ,ED - 1,,,,,
NorthCarolina,Domestic Ballot Return Deadline,Blank,ED,,"(1) All ballots issued under the provisions of this Article and Article 21A of this Chapter shall be transmitted by mail or by commercial courier service, at the voter's expense, or delivered in person, or by the voter's near relative or verifiable legal guardian and received by the county board not later than 5:00 p.m. on the day of the statewide primary or general election or county bond election. Ballots issued under the provisions of Article 21A of this Chapter may also be electronically transmitted.(b)(1)(163-231)",Same,,
NorthCarolina,Domestic Ballot Request Deadline,Blank,ED - 7,,"(a) A qualified voter who desires to vote by absentee ballot, or that voter's near relative or verifiable legal guardian, shall complete a request form for an absentee application and absentee ballots so that the county board of elections receives that completed request form not later than 5:00 P.M. on the Tuesday before the election. (a) (163-230-1)",Same,,
NorthCarolina,Domestic Registration Deadline,Blank,ED - 25,,"(1) If submitted by mail, must be postmarked at least 25 days before the primary or election, except that any mailed application on which the postmark is missing or unclear is validly submitted if received in the mail not later than 20 days before the primary or election.(b)(1) 9163-82-6)",Same,,
NorthCarolina,Early Voting From,Blank,ED - 19,,,Begins October 14 - https://www.ncsbe.gov/voting/vote-early-person,,
NorthCarolina,Early Voting To,Blank,ED - 3,,,Ends October 30 - https://www.ncsbe.gov/voting/vote-early-person,,
NorthCarolina,Overseas Ballot Return Deadline,Postmarked by,ED,,"To be valid, a military-overseas ballot shall either be received by the appropriate county board of elections no later than the close of the polls, or the covered voter shall submit the ballot for mailing, electronic transmission, or other authorized means of delivery not later than 12:01 A.M., at the place where the voter completes the ballot, on the date of the election. (163-258-10)",Same,,
NorthCarolina,Overseas Ballot Return Deadline,Post Received by,ED + 9,,,Same - https://www.ncsbe.gov/voting/vote-mail/military-and-overseas-voting,,
NorthCarolina,Overseas Ballot Return Deadline,Email or Fax by,ED,,,Same - https://www.ncsbe.gov/voting/vote-mail/military-and-overseas-voting,,
NorthCarolina,Overseas Ballot Request Deadline,Received by,ED - 1,,An application for a military-overseas ballot is timely if received by the appropriate election official by 5:00 P.M. of the day before the election or primary. An application from a covered voter for a military-overseas ballot shall be considered a valid absentee ballot request for any election covered under G.S. 163-258.3 held during the calendar year in which the application was received.(163-258-8),Same,,
NorthCarolina,Overseas Registration Deadline,Received by,ED - 1,,"(d) A covered voter's registration to vote by any method authorized by this section may be received at any time prior to the primary or election, but no later than 5:00 P.M. on the day before the primary or election.(163-258-6)",Same,,
NorthDakota,Domestic Ballot Return Deadline,Blank,ED - 1,,"In the case of congressional, state, county, city, or school district elections, if an envelope postmarked or otherwise officially marked by the United States postal service or other mail delivery system before the date of election and containing an absent voter's ballot is received by the officer too late to be forwarded to a polling place of the proper voting precinct in time to be tabulated, the ballot must be tallied by the canvassing board of the county, the governing body of the city, or the school board of the school district, as the case may be, at the time the returns are canvassed. Any envelope without a postmark or other official marking by the United States postal service or other mail delivery system or with an illegible postmark or other official marking and containing an absentee voter's ballot must be received by mail by the proper officer prior to the meeting of the canvassing board.(16-1-07-09)",Same,,
NorthDakota,Domestic Ballot Return Deadline,Postmarked by,ED - 1,,,Same,,
NorthDakota,Domestic Ballot Return Deadline,Received by,ED + 6,,,"Any envelope containing an absent voter's ballot with a postmark or official date stamp on the day of election or thereafter may not be tallied with the ballots timely submitted for the election. Before forwarding any ballot to a canvassing board pursuant to this section, the officer forwarding the ballot shall print the date of receipt on the envelope. Upon receipt, the canvassing board shall determine that the elector was qualified to vote in that precinct, that the elector did not previously vote in that precinct on the date of the election, and that the signatures on the absentee ballot application and the voter's affidavit were signed by the same individual before allowing the ballot to be tallied.",,
NorthDakota,Domestic Ballot Request Deadline,Blank,ED - 1,,"3. A completed application must be submitted to the appropriate election official in a timely manner so as to allow the applicant to receive, complete, and mail the absent voter's ballot before the day of the election.(16-1-07-05)",Same,,
NorthDakota,Domestic Registration Deadline,Not Required,,,,Same,,
NorthDakota,Early Voting From,Contact Local Election Office,,,"a. Early voting must be authorized during the fifteen days immediately before the day of the election. The county auditor shall designate the business days and times during which the early voting election precinct will be open and publish notice of the early voting center locations, dates, and times in the official county newspaper once each week for three consecutive weeks immediately before the day of the election.(2)(a)(16-1-07-15)",Same,,
NorthDakota,Early Voting To,Dates vary,,,,See above,,
NorthDakota,Overseas Ballot Return Deadline,Received by,ED + 6,,,Same,,
NorthDakota,Overseas Ballot Return Deadline,Postmarked by,ED - 1,,"To be valid, a military-overseas ballot must be submitted for mailing or other authorized means of delivery not later than 11:59 p.m. on the day before the election at the place where the voter completes the ballot. A military-overseas ballot must be received by the appropriate election official before the canvassing board meeting.( 16-1-07-24)",Same,,
NorthDakota,Overseas Ballot Return Deadline,Post Received by,ED + 6,,,Same,,
NorthDakota,Overseas Ballot Return Deadline,Email or Fax by,ED - 1,,,Same,,
NorthDakota,Overseas Ballot Request Deadline,Received by,ED - 1,,"An application for a military-overseas ballot is timely if received by the appropriate election official before the close of business on the day before the election. An application for a military-overseas ballot for a primary election, whether or not timely, is effective as an application for a military-overseas ballot for the general election. (16-1-07-22)",Same,,
NorthDakota,Overseas Registration Deadline,Not Required,,,,Same,,
Ohio,Early Voting From,Blank,ED - 28,,,Same,,
Ohio,Early Voting To,Blank,ED - 1,,,Same,,
Ohio,Domestic Ballot Return Deadline,Postmarked by,ED - 1,,"B) (1) Except as otherwise provided in division (B)(2) of this section, any return envelope that is postmarked prior to the day of the election shall be delivered to the director prior to the eleventh day after the election. Ballots delivered in envelopes postmarked prior to the day of the election that are received after the close of the polls on election day through the tenth day thereafter shall be counted on the eleventh day at the board of elections in the manner provided in divisions (C) and (D) of section 3509.06 of the Revised Code or in the manner provided in division (E) of that section, as applicable. Any such ballots that are received by the director later than the tenth day following the election shall not be counted, but shall be kept by the board in the sealed identification envelopes as provided in division (A) of this section. (3509.05)",Same,,
Ohio,Domestic Ballot Return Deadline,Post Received by,ED + 10,,"B) (1) Except as otherwise provided in division (B)(2) of this section, any return envelope that is postmarked prior to the day of the election shall be delivered to the director prior to the eleventh day after the election. Ballots delivered in envelopes postmarked prior to the day of the election that are received after the close of the polls on election day through the tenth day thereafter shall be counted on the eleventh day at the board of elections in the manner provided in divisions (C) and (D) of section  3509.06 of the Revised Code or in the manner provided in division (E) of that section, as applicable. Any such ballots that are received by the director later than the tenth day following the election shall not be counted, but shall be kept by the board in the sealed identification envelopes as provided in division (A) of this section. 
(3509.05)","(B)(1) Except as otherwise provided in division (B)(2) of this section, any return envelope that is postmarked prior to the day of the election shall be delivered to the director prior to the eleventh day after the election. Ballots delivered in envelopes postmarked prior to the day of the election that are received after the close of the polls on election day through the tenth day thereafter shall be counted on the eleventh day at the board of elections in the manner provided in divisions (C) and (D) of section 3509.06 of the Revised Code or in the manner provided in division (E) of that section, as applicable. Any such ballots that are received by the director later than the tenth day following the election shall not be counted, but shall be kept by the board in the sealed identification envelopes as provided in division (A) of this section.",,
Ohio,Domestic Ballot Return Deadline,In-Person Received by,ED,7:30 PM,,Same: https://www.ohiosos.gov/elections/voters/absentee-voting/,,
Ohio,Domestic Ballot Request Deadline,Received by,ED - 3,12:00 PM,"(D) Each application for absent voter's ballots shall be delivered to the director not earlier than the first day of January of the year of the elections for which the absent voter's ballots are requested or not earlier than ninety days before the day of the election at which the ballots are to be voted, whichever is earlier, and not later than twelve noon of the third day before the day of the election at which the ballots are to be voted, or not later than six p.m. on the last Friday before the day of the election at which the ballots are to be voted if the application is delivered in person to the office of the board. (3509.03)","Same, but also see same statute and this part: ""not later than six p.m. on the last Friday before the day of the election at which the ballots are to be voted if the application is delivered in person to the office of the board""",,
Ohio,Domestic Ballot Request Deadline,In-Person Received by,Friday before election,6:00 PM,"Same, but also see same statute and this part: ""not later than six p.m. on the last Friday before the day of the election at which the ballots are to be voted if the application is delivered in person to the office of the board""",,,
Ohio,Domestic Registration Deadline,Blank,ED - 30,,"""(C)(1) A board of elections that receives a voter registration application and is satisfied as to the truth of the statements made in the registration form shall register the applicant not later than twenty business days after receiving the application, unless that application is received during the thirty days immediately preceding the day of an election.(3503-19)
""",Same,,
Ohio,Overseas Ballot Return Deadline,Received by,ED + 10,,,"Same, https://www.ohiosos.gov/secretary-office/military/military-overseas-voters-faqs/#return",,
Ohio,Overseas Ballot Return Deadline,In-Mailstream by,ED,12:01 AM,"(...)The ballot shall be submitted for mailing not later than 12:01 a.m. at the place where the voter completes the ballot, on the date of the election.(...) (3511.09)",Same,,
Ohio,Overseas Ballot Request Deadline,Received by,ED - 3,12:00 PM,"(C) Each application for uniformed services or overseas absent voter's ballots shall be delivered to the director not earlier than the first day of January of the year of the elections for which the uniformed services or overseas absent voter's ballots are requested or not earlier than ninety days before the day of the election at which the ballots are to be voted, whichever is earlier, and not later than twelve noon of the third day preceding the day of the election, or not later than six p.m. on the last Friday before the day of the election at which those ballots are to be voted if the application is delivered in person to the office of the board. (3511.02)",Same,,
Ohio,Overseas Registration Deadline,Postmarked by,ED - 30,,,30 days https://olvr.ohiosos.gov/,,
Ohio,Overseas Registration Deadline,Email or Fax by,ED - 30,,,30 days https://olvr.ohiosos.gov/,,
Oklahoma,In-Person Absentee Voting From,Blank,ED - 5,8:00 AM,,Same,,PKK 2022-01-23 14:43 ET
Oklahoma,In-Person Absentee Voting To,Blank,ED - 3,2:00 PM,,Same,,
Oklahoma,Domestic Ballot Return Deadline,Blank,ED,,,Same,,
Oklahoma,Domestic Ballot Return Deadline,Received by,ED,7:00 PM,,Same,,
Oklahoma,Domestic Ballot Request Deadline,Blank,Tues before ED (ED - 7),5:00 PM,Absentee ballots must be requested no later than 5:00 p.m. on Wednesday preceding an election.(26-14-103),"See: https://oklahoma.gov/elections/voters/absentee-voting.html
In most cases, absentee ballot requests must be received no later than 5 p.m., the Tuesday preceding the election. Except as allowed by law, only the voter may submit his or her own absentee ballot request.",,
Oklahoma,Domestic Registration Deadline,Blank,ED - 25,,Any person who will become a qualified elector during the sixty (60) days before the next ensuing election at which he could vote shall be entitled to become a registered voter of the precinct of his or her residence not more than sixty (60) and not less than twenty-four (24) days prior to said election.(§26-4-103),Same,,
Oklahoma,Domestic Registration Deadline,Received by,ED - 25,,,Same,,
Oklahoma,Early Voting From,Blank,Thurs before ED (ED - 5),8:00 AM,,Same,,
Oklahoma,Early Voting To,Blank,Fri before ED (ED - 4) (local),6:00 PM,,"Same, see https://oklahoma.gov/elections/voters/early-voting.html",,
Oklahoma,Early Voting To,blank,Sat before ED (ED - 3) (state/fed),2:00 PM,,,,
Oklahoma,Overseas Ballot Return Deadline,Received by,ED,7:00 PM,"To be valid, a military-overseas ballot must be received by the appropriate local election official not later than the close of the polls, or the voter must submit the ballot for electronic transmission or other authorized means of delivery not later than 12:01 a.m., at the place where the voter completes the ballot, on the date of the election.(26-14-145)",Same,,
Oklahoma,Overseas Ballot Request Deadline,Received by,ED - 6,5:00 PM,"An application for a military-overseas ballot is timely if received by the last day for other voters in this state to apply for an absentee ballot for that election. An application for a military-overseas ballot for a primary election, whether or not timely, is effective as an application for a military-overseas ballot for the general election. An application for a military-overseas ballot is effective for a runoff election necessary to conclude the election for which the application was submitted.(26-14-143)",Same,,
Oklahoma,Overseas Registration Deadline,Postmarked by,ED - 6,5:00 PM,,"Think it's 6 days: See §14-142(D): A covered voter may use the declaration accompanying a federal write-in absentee ballot as an application for a military-overseas ballot simultaneously with the submission of the federal write-in absentee ballot, if the declaration is received by the appropriate election official by the last day for other voters in this state to apply for an absentee ballot for that election pursuant to the provisions of Section 14-103 of Title 26 of the Oklahoma Statutes.",,
Oklahoma,Overseas Registration Deadline,Email or Fax by,ED - 6,5:00 PM,,See above.,,
Oregon,Domestic Ballot Return Deadline,Received by,ED,8:00 PM,,Same,PKK 2021-11-04 19:00 ET,
Oregon,Domestic Ballot Request Deadline,Blank,ED - 5,,,"Automatically sent to voters, but 5 days applies if someone is out of precinct.",PKK 2021-11-04 19:00 ET,
Oregon,Domestic Registration Deadline,Blank,ED - 21,,,Same,PKK 2021-11-04 19:01 ET,
Oregon,Overseas Ballot Return Deadline,Received by,ED,8:00 PM,,Same,PKK 2021-11-04 19:01 ET,
Oregon,Overseas Ballot Request Deadline,Request for Postal Ballot by,ED - 5,,,"Automatically sent to voters, but 5 days applies if someone is out of precinct.",PKK 2021-11-04 19:04 ET,
Oregon,Overseas Ballot Request Deadline,"Request for Email, Online or Fax Ballot by",ED,11:59 PM,,"The ballots are due by 8pm, so requesting at 11:59pm is impossible.",,
Oregon,Overseas Registration Deadline,Received by,ED - 21,,,Same,PKK 2021-11-04 19:04 ET,
Pennsylvania,In-Person Absentee Voting From,Contact Local Election Office,,,,,,
Pennsylvania,Domestic Ballot Return Deadline,Received by,ED,8:00 PM,,8pm on ED. https://www.vote.pa.gov/Voting-in-PA/Pages/Mail-and-Absentee-Ballot.aspx#,,
Pennsylvania,Domestic Ballot Request Deadline,Blank,ED - 7,5:00 PM,,Same,,
Pennsylvania,Domestic Registration Deadline,Blank,ED - 15,,,15 days before ED. https://www.pavoterservices.pa.gov/Pages/VoterRegistrationApplication.aspx,,
Pennsylvania,Overseas Ballot Return Deadline,Signed by,ED - 1,11:59 PM,,ED,,
Pennsylvania,Overseas Ballot Return Deadline,Post Received by,ED + 7,5:00 PM,,5pm 7 days after ED. https://www.vote.pa.gov/Voting-in-PA/Pages/Military-and-Overseas-Voters.aspx,,
Pennsylvania,Overseas Ballot Request Deadline,Received by,ED - 1,,,Same,,
Pennsylvania,Overseas Registration Deadline,Postmarked by,ED - 15,,,15 days before ED. https://www.pavoterservices.pa.gov/Pages/VoterRegistrationApplication.aspx,,
Pennsylvania,Overseas Registration Deadline,Email or Fax by,ED - 15,,,15 days before ED. https://www.pavoterservices.pa.gov/Pages/VoterRegistrationApplication.aspx,,
RhodeIsland,Domestic Ballot Return Deadline,Blank,ED,8:00 PM,,Same,PKK 2021-11-04 18:49 ET,
RhodeIsland,Domestic Ballot Request Deadline,Blank,ED - 21,4:00 PM,,Same,PKK 2021-11-04 18:49 ET,
RhodeIsland,Domestic Registration Deadline,Blank,ED - 30,,,Same; see 17-9.1-3,PKK 2021-11-04 18:49 ET,
RhodeIsland,Early Voting from,,ED - 20,,,,,
RhodeIsland,Early Voting to,,ED - 1,,,,,
RhodeIsland,Overseas Ballot Return Deadline,Received by,ED,8:00 PM,,Same,PKK 2021-11-04 18:50 ET,
RhodeIsland,Overseas Ballot Request Deadline,Received by,ED - 21,4:00 PM,,Same,PKK 2021-11-04 18:50 ET,
RhodeIsland,Overseas Registration Deadline,Not Required/ Blank?,ED - 30,,,Same; see 17-9.1-3,PKK 2021-11-04 18:50 ET,
SouthCarolina,In-Person Absentee Voting From,Blank/ Contact Election Office,ED - 30,,,Same,15/09/2021 - csb,"https://www.scvotes.gov/military-overseas-citizens , https://www.scvotes.gov/absentee-voting"
SouthCarolina,In-Person Absentee Voting To,Blank,ED - 1,5:00 PM,,Same,,
SouthCarolina,Domestic Ballot Return Deadline,Received by,ED,,,Same,,
SouthCarolina,Domestic Ballot Request Deadline,Blank,ED - 4,5:00 PM,,Same,,
SouthCarolina,Domestic Registration Deadline,Postmarked by,ED - 30,,,Same,,
SouthCarolina,Domestic Registration Deadline,Online by,ED - 30,11:59 PM,,30 days. https://www.scvotes.gov/south-carolina-voter-registration-information,,
SouthCarolina,Domestic Registration Deadline,In-Person Received by,ED - 30,,,30 days. https://www.scvotes.gov/south-carolina-voter-registration-information,,
SouthCarolina,Overseas Ballot Return Deadline,In-Person Received by,ED,,,Same. https://www.scvotes.gov/south-carolina-voter-registration-information,,
SouthCarolina,Overseas Ballot Return Deadline,Postmarked by,ED,7:00 PM,,Same. ,,
SouthCarolina,Overseas Ballot Return Deadline,Post Received by,ED + 2 (GE),5:00 PM,or ED + 1 for a primary,Same; but 1 day if primary. https://www.scvotes.gov/military-overseas-citizens,,
SouthCarolina,Overseas Ballot Return Deadline,Post Received by,ED + 1 (PE),,,,,
SouthCarolina,Overseas Ballot Return Deadline,Email or Fax by,ED,7:00 PM,,Same,,
SouthCarolina,Overseas Ballot Request Deadline,Received by,ED,7:00 PM,,"Same, but electronic; obviously would need to request earlier.",,
SouthCarolina,Overseas Registration Deadline,Postmarked by,ED - 31,,,31 days. https://www.scvotes.gov/military-overseas-citizens,,
SouthCarolina,Overseas Registration Deadline,In-Person Received by,ED - 31,,,31 days. https://www.scvotes.gov/military-overseas-citizens,,
SouthCarolina,Overseas Registration Deadline,Email or Fax by,ED - 31,,,31 days. https://www.scvotes.gov/military-overseas-citizens,,
SouthDakota,In-Person Absentee Voting From,Blank,ED - 45,,,Close of polls on ED. https://sdsos.gov/elections-voting/voting/absentee-voting.aspx. PKK (2021-11-04): Polls are open from 7 a.m. – 7 p.m. on Election Day.),PKK 2021-11-04 17:54 ET,
SouthDakota,In-Person Absentee Voting To,Blank,ED - 1,5:00 PM,,Same. https://sdsos.gov/elections-voting/voting/absentee-voting.aspx,PKK 2021-11-04 17:54 ET,
SouthDakota,Domestic Ballot Return Deadline,Received by,ED,7:00 PM,,"""In the event of confinement because of sickness or disability, a qualified voter may apply in writing and obtain an absentee ballot by authorized messenger. An authorized messenger delivers the ballot from the County Election Official to the qualified voter and then delivers the marked ballot to the County Election Official. Any application for a ballot by authorized messenger must be received by the person in charge of the election before 3:00 p.m. the day of the election."" https://sdsos.gov/elections-voting/voting/absentee-voting.aspx",PKK 2021-11-04 18:03 ET,
SouthDakota,Domestic Ballot Request Deadline,Received by,ED - 1,5:00 PM,,Same. https://sdsos.gov/elections-voting/voting/register-to-vote/default.aspx,PKK 2021-11-04 18:06 ET,
SouthDakota,Domestic Ballot Request Deadline (Disabled or Sick),Received by,ED - 1,3:00 PM,,Same,PKK 2021-11-04 18:09 ET,
SouthDakota,Domestic Registration Deadline,Blank,ED - 15,,,Same. https://sdsos.gov/elections-voting/voting/absentee-voting.aspx,PKK 2021-11-04 18:12 ET,
SouthDakota,Overseas Ballot Return Deadline,Received by,ED,7:00 PM,,PKK (2021-11-04): The 5 p.m. cutoff time in column G does not appear anywhere on the webpage that Ryan's notes link to. Is it somewhere else to be found? Same. https://sdsos.gov/elections-voting/voting/register-to-vote/default.aspx.,PKK 2021-11-04 18:31 ET,
SouthDakota,Overseas Ballot Request Deadline,"Email, Fax or Post Received by",ED - 1,5:00 PM,,"PKK (2021-11-04): ""The deadline to submit your absentee ballot application is 5:00 p.m. on the day before the Election. South Dakota law required the ballot to be received by the county auditor before the polls close on Election Day.""",PKK 2021-11-04 18:42 ET,
SouthDakota,Overseas Registration Deadline,Received by,ED - 15,5:00 PM,,"PKK (2021-11-04): ""The deadline to submit your absentee ballot application is 5:00 p.m. on the day before the Election. South Dakota law required the ballot to be received by the county auditor before the polls close on Election Day.""",PKK 2021-11-04 18:29 ET,
